millis,date,NDVI_min,NDVI_max,NDVI_mean,NDVI_median,NDVI_stdDev,NDCI_min,NDCI_max,NDCI_mean,NDCI_median,NDCI_stdDev
1578231046032,2020-01-05 13:30:46,-0.7593360995850622,-0.09059682267067408,-0.6727231631315468,-0.6776962408722115,0.060196694594556774,-0.11744583808437853,0.10204081632653061,-0.07166993277024755,-0.07082594871700319,0.017326947337504586
1578490841381,2020-01-08 13:40:41,-0.06686478454680533,0.062079873467773786,-0.004465622472132854,-0.003560894686629116,0.021565207689123178,-0.012625445127873145,0.04763843648208469,0.01902803343865543,0.019181466385035994,0.008173416865388852
1578663045489,2020-01-10 13:30:45,-0.8224543080939948,-0.5135135135135135,-0.705249502346872,-0.7081325846414762,0.04686340344708274,-0.01763907734056982,0.11358024691358024,0.024233911126396664,0.024039183805851735,0.014922478045494
1579354840469,2020-01-18 13:40:40,-0.2772925764192139,-0.07183908045977011,-0.15861068198331027,-0.14294889274626993,0.056454331285866424,-0.05520361990950227,0.03945371775417295,-0.011968488179322168,-0.010878004113607018,0.011926242109456885
1579527044792,2020-01-20 13:30:44,0.006760270410816481,0.1953277092796885,0.08572920772941019,0.08265243812884271,0.03714657395724856,0.027819929185634824,0.11777777777777775,0.06313759941656623,0.0612205607787301,0.016277880612116956
1579959044062,2020-01-25 13:30:44,-0.5031055900621119,-0.04131455399061027,-0.3900727130771062,-0.4287691854053781,0.09970480053859454,-0.054131054131054186,0.027722772277227692,-0.027026089443698373,-0.030085820692471166,0.01531333198423128
1580650838659,2020-02-02 13:40:38,-0.42410714285714285,-0.08005822416302762,-0.2667094648249799,-0.2625379166329843,0.03457140606381844,-0.04974489795918369,0.1295143212951432,-0.0097363632807214,-0.011105843009287233,0.01907486226605533
1581082840856,2020-02-07 13:40:40,-0.4227941176470589,0.16024426194988417,-0.1971112950241862,-0.24351945801209712,0.15714710963385478,-0.03260288615713519,0.1404199475065617,0.02658055179269764,0.021883218431434273,0.029940165509714862
1581514839570,2020-02-12 13:40:39,-0.4982164090368608,-0.3128205128205129,-0.4186798566956567,-0.4303469111253121,0.04392729121488354,-0.1002260738507913,-0.026438569206842927,-0.05551835458785558,-0.05586624761888931,0.011664297836876034
1582378841183,2020-02-22 13:40:41,-0.0199579831932773,0.1405591727307545,0.07667846799031033,0.08248581676419565,0.028142246436860134,-0.041763341067285374,0.050656660412757945,0.021427972488633023,0.024169792886505916,0.01596530682099671
1582551047984,2020-02-24 13:30:47,-0.7230769230769231,-0.4652777777777778,-0.6558747936477658,-0.6651679669719806,0.04805326515821903,-0.14327062228654125,-0.04665825977301389,-0.10225535635683636,-0.10185220625888192,0.01487412239353749
1582810843778,2020-02-27 13:40:43,-0.5241935483870969,-0.284072249589491,-0.45941844777961427,-0.4658869395711501,0.04393677225353171,-0.19186046511627908,0.013297872340425542,-0.0572101980996778,-0.058057721825018435,0.021799784573421393
1582983046499,2020-02-29 13:30:46,-0.6658476658476659,-0.4272727272727273,-0.592130259807771,-0.6,0.04332579981061462,-0.1299826689774697,0.035294117647058844,-0.042209570263158754,-0.04333333333333336,0.028652078249672794
1583242842243,2020-03-03 13:40:42,-0.47763864042933807,-0.3014230271668823,-0.425313403771329,-0.43619709650498045,0.03802002588027409,-0.19166666666666665,-0.01187648456057,-0.0600039154919296,-0.061105773573998795,0.01625407505463956
1583415048789,2020-03-05 13:30:48,-0.6317567567567568,-0.40579710144927533,-0.5677037595159231,-0.5737459655198482,0.03466603788959649,-0.1447084233261339,0.0038684719535783127,-0.0748202720792904,-0.07675973579846633,0.014903848889379238
1583674844445,2020-03-08 13:40:44,-0.5333333333333333,-0.2407407407407408,-0.45129846564465426,-0.465664854699825,0.051826648246907726,-0.16291390728476818,0.0037082818294190563,-0.04936161182000955,-0.050265864069350144,0.015137977512661252
1583847047231,2020-03-10 13:30:47,-0.4502529510961214,-0.3363774733637747,-0.3998108145650157,-0.399136481665819,0.02007252976456528,-0.04035087719298245,0.07347447073474464,0.021343449985772547,0.020706455542021926,0.019157570040768276
1584106842831,2020-03-13 13:40:42,-0.4962292609351434,-0.3286875725900116,-0.4558827247901261,-0.45861261927156344,0.028452567407564733,-0.08466819221967967,0.002237136465324371,-0.05154620615410259,-0.05199236650302622,0.014111860037953663
1584970842893,2020-03-23 13:40:42,-0.5946843853820597,-0.40298507462686567,-0.5468099722973768,-0.551548568677773,0.029911817011511736,-0.1708542713567839,-0.0011376564277588493,-0.07007155911925861,-0.07172113494490816,0.015882658602629343
1585143048934,2020-03-25 13:30:48,-0.7119341563786009,-0.3858823529411764,-0.6407174650887888,-0.6513726719573295,0.04312816714695284,-0.1545827633378933,0.038341968911917115,-0.09993159719601383,-0.10211428405037286,0.01690021769345878
1585402844276,2020-03-28 13:40:44,-0.22502030869212028,0.287375415282392,0.016682036161579608,0.02229349973678681,0.10619665720553068,-0.09250398724082932,0.14648977335544497,0.023192452369222075,0.022729698460067206,0.045525000188201596
1585575047126,2020-03-30 13:30:47,-0.7333333333333333,-0.14377510040160643,-0.6719865658590527,-0.6816828727552167,0.07890579152702851,-0.2839931153184165,0.16858789625360232,-0.07295033494041323,-0.07519599154469012,0.03874161095367846
1586007042167,2020-04-04 13:30:42,-0.4722955145118733,-0.1432343234323433,-0.42869219979054524,-0.4347212299381878,0.03805052511834936,-0.17137096774193547,0.0826057756883815,-0.08317006837138861,-0.08292270831894383,0.01983052274162251
1586007049169,2020-04-04 13:30:49,-0.4703557312252965,-0.14118412491867272,-0.4281386651930037,-0.4346265224181813,0.03829560462175486,-0.1725529767911201,0.08813783962889335,-0.0834019661005467,-0.08300317101905487,0.02003484437625959
1586266843411,2020-04-07 13:40:43,-0.6678700361010831,-0.1457765667574932,-0.5937460568155556,-0.6035834566811127,0.06335415863500025,-0.2524271844660194,0.052407932011331475,-0.14589384991202722,-0.14732909459835064,0.027747933804011114
1586698845401,2020-04-12 13:40:45,-0.7255717255717256,-0.4806629834254143,-0.6588917227469259,-0.6608745526966654,0.035381734521234644,-0.13233287858117326,-0.035110533159948,-0.09198080795507013,-0.09246239476366765,0.015825244897997793
1587303051707,2020-04-19 13:30:51,-0.7462437395659431,-0.5583203732503887,-0.6955502366496212,-0.6969687274387736,0.026987612790932307,-0.15541264737406213,-0.08842105263157893,-0.12713620732685466,-0.12682055712208312,0.010218882974926095
1588426849870,2020-05-02 13:40:49,-0.6226993865030674,-0.12632594021215043,-0.5561494130001178,-0.5633747214725052,0.05669890656229702,-0.1605691056910569,-0.041707080504364745,-0.09632433088531302,-0.09743807681702575,0.015896232045385233
1588599048235,2020-05-04 13:30:48,-0.6678082191780822,-0.4953560371517028,-0.6165616496637227,-0.6204834030735583,0.028900223201183173,-0.1254237288135593,-0.0451045104510451,-0.09201287499458996,-0.09159959664921406,0.013621006836026614
1588858844413,2020-05-07 13:40:44,-0.6994633273703039,-0.48553054662379425,-0.6438904643606038,-0.6479781349266932,0.03310524145469369,-0.1720818291215403,-0.09318181818181816,-0.13391572989833458,-0.1330318499127909,0.013184485570696122
1589031055490,2020-05-09 13:30:55,-0.7137476459510357,-0.5559380378657487,-0.6651317632120373,-0.6685082872928176,0.032558030046919276,-0.17268041237113396,-0.07657142857142854,-0.1317570186802959,-0.132140429071937,0.014409154199186916
1589463050300,2020-05-14 13:30:50,-0.6418604651162791,-0.4563492063492064,-0.5716288376477396,-0.5757358045633444,0.02884170429356394,-0.12654320987654322,0.004184100418410064,-0.044289689950313044,-0.044456578444267446,0.014762368188122734
1589722846310,2020-05-17 13:40:46,-0.7866004962779157,-0.5009596928982725,-0.7030694685765156,-0.7059961469693966,0.04384289296397735,-0.2062992125984252,-0.06128550074738413,-0.12969569240106246,-0.1304143137273057,0.01861375754141569
1589895056610,2020-05-19 13:30:56,-0.7575757575757575,-0.484787018255578,-0.6809895410530002,-0.6886415282607184,0.039660969648965226,-0.15301391035548684,-0.014836795252225532,-0.0809931547165361,-0.08243804376972196,0.02361206073214837
1590586847746,2020-05-27 13:40:47,-0.769980506822612,-0.5563258232235703,-0.7104900168547515,-0.7137440519831515,0.03977368048979025,-0.17601043024771834,-0.08040770101925249,-0.13239571260727348,-0.13178294573643404,0.014326839692627644
1590759057267,2020-05-29 13:30:57,-0.7283018867924529,-0.5678391959798995,-0.6694675050844177,-0.6712772933621469,0.02626338540457848,-0.18367346938775514,-0.08,-0.12846098301289738,-0.12816682084631026,0.016744240612544793
1591018852834,2020-06-01 13:40:52,-0.6383495145631068,-0.005902192242833045,-0.536514979504245,-0.5683111219242306,0.10875067156070169,-0.12558869701726844,0.023809523809523808,-0.08896093419206128,-0.09336201156751985,0.02416071948215923
1591623057448,2020-06-08 13:30:57,-0.04468560485157999,0.0055389859394972115,-0.01785580631631305,-0.017708419966896174,0.007654773407950384,-0.005102784662487248,0.027984189723320146,0.013799067367352699,0.014077996703669934,0.004690442253720561
1592314849065,2020-06-16 13:40:49,-0.6595744680851064,-0.3257287705956907,-0.5820130938259712,-0.5887516719196052,0.042217185181703386,-0.1287958115183246,-0.04703476482617587,-0.08326100172152272,-0.08234061632888622,0.015158613287572717
1592746852448,2020-06-21 13:40:52,-0.6613756613756614,-0.38195302843016077,-0.6084917121716339,-0.6099211231900723,0.03779141949992587,-0.10782608695652174,-0.023121387283236986,-0.07128590761326419,-0.0729703264816796,0.017132571644788645
1593351056415,2020-06-28 13:30:56,-0.585427135678392,-0.3300370828182942,-0.5285706239657544,-0.5297803736658883,0.03427921125101415,-0.11623779946761308,-0.03442340791738379,-0.08363721358855344,-0.08422433943767049,0.01363368081534813
1593783053307,2020-07-03 13:30:53,-0.4390804597701149,-0.36797000535618646,-0.41381675614840874,-0.41676630001897497,0.01380788585564334,-0.021326095385808472,0.020885547201336636,0.0008062692530559515,0.00039348887663629166,0.006803562928079161
1594647052594,2020-07-13 13:30:52,-0.4873892297205181,-0.36329588014981273,-0.4594452403040436,-0.4640105959676212,0.0204132160197991,-0.0853582554517134,0.01694915254237285,-0.01376053212447838,-0.0144395821050554,0.009072870139116129
1595079056113,2020-07-18 13:30:56,-0.555023923444976,-0.0807749627421759,-0.5097005340462927,-0.5205062472657374,0.05225008668086883,-0.0667454223272298,0.0825,-0.03831598763898689,-0.04142136253180992,0.01842986417098
1595770849006,2020-07-26 13:40:49,-0.7005649717514125,-0.16108108108108113,-0.6368788671815782,-0.6503787631520542,0.06846130842475709,-0.14492753623188404,0.07731958762886598,-0.08843747171498272,-0.09517381964103451,0.027326530164894385
1596202852424,2020-07-31 13:40:52,-0.6421663442940039,-0.2943871706758305,-0.5866463989502162,-0.5906046949377507,0.03274918548627503,-0.1213559322033899,0.02982731554160124,-0.06941372097513528,-0.06989010314311515,0.013340584348081807
1596634849822,2020-08-05 13:40:49,-0.5672215108834828,-0.03042008691453404,-0.5107709660125906,-0.517346081055462,0.04537076418679345,-0.07338638373121133,0.07620941020543413,-0.038136835027640266,-0.04047711256823526,0.01714087007089991
1597066852580,2020-08-10 13:40:52,-0.561470215462611,0.03702163061564062,-0.4288333045979767,-0.48237351580146454,0.13882891919422183,-0.18651685393258424,0.16883116883116886,-0.04209581631112422,-0.051779965200074114,0.044887245750994974
1597671056940,2020-08-17 13:30:56,-0.5825946817082998,-0.44960560911481157,-0.5406625106915683,-0.5521068368230381,0.03147735874274502,-0.09486607142857142,-0.019900497512437776,-0.0598305136359462,-0.06144934669429627,0.016646084255520225
1598103054687,2020-08-22 13:30:54,-0.6226415094339622,-0.5417106652587118,-0.5967852850981951,-0.5974094350530692,0.015513454387127817,-0.09475218658892127,-0.03994490358126722,-0.06970973781178233,-0.07017586050441457,0.00886871367452875
1600695053306,2020-09-21 13:30:53,-0.5768115942028985,-0.3222591362126246,-0.5111189711947509,-0.5423869689629871,0.06625188537981364,-0.08249496981891351,0.02904564315352694,-0.04887473411800852,-0.06035771892604866,0.025033572108213636
1600954849155,2020-09-24 13:40:49,-0.6148908857509627,-0.513126491646778,-0.5829014246953647,-0.5870907451483919,0.020004027530043367,-0.08994708994708996,0.010084033613445375,-0.031345207215007324,-0.03205175362980425,0.01034588029638449
1601386852202,2020-09-29 13:40:52,-0.47443519619500585,0.01416430594900851,-0.38099133816431935,-0.38756863225966665,0.06364133031950595,-0.08171206225680938,0.1340996168582376,-0.019161461366426352,-0.019074374659168274,0.018561658119764013
1601991056970,2020-10-06 13:30:56,-0.4162962962962963,-0.010725010725010734,-0.32457437588252924,-0.33107982713007916,0.05493603102610576,-0.06398730830248545,0.07864302235929062,-0.02023493355862747,-0.020081069660762153,0.016068102412642168
1602423054815,2020-10-11 13:30:54,-0.5175644028103044,-0.36762860727728985,-0.4687305466362463,-0.46934833323951,0.02465214576571285,-0.05505341002465082,0.004255319148936174,-0.022679543406988995,-0.02237147235964144,0.010779886006494582
1602682850327,2020-10-14 13:40:50,-0.44000000000000006,-0.04660045836516425,-0.31943044938744597,-0.3180637549383643,0.05273768689705659,-0.09750000000000002,0.03411371237458198,-0.014850858975558445,-0.014183430903460232,0.01808076052091544
1603114852153,2020-10-19 13:40:52,-0.5631901840490798,-0.28524156187954997,-0.42625272924594215,-0.41631960887539365,0.06664571476469153,-0.06488011283497885,-0.0016420361247947925,-0.03292688621345921,-0.032534012740724656,0.011605265249349517
1605879051685,2020-11-20 13:30:51,-0.19272484565326214,0.18733273862622657,0.015061943000885213,0.01683646097728907,0.049446807381453885,-0.02195204322863899,0.13458845495565586,0.025024357219707524,0.022009377899080265,0.021574368623211968
1606138846930,2020-11-23 13:40:46,-0.3537037037037037,-0.0920821114369501,-0.1596844006136973,-0.16120545522231547,0.03641241874383744,-0.04876915931258707,0.01870078740157479,-0.013997396843616075,-0.01349723003982753,0.00936109033312642
1607607048511,2020-12-10 13:30:48,-0.5245170876671621,-0.39463601532567044,-0.4471501661560683,-0.4419304667830346,0.029316961101496283,-0.06536585365853656,0.04606525911708252,0.007673313968172213,0.006002558439420557,0.017724071361710638
1608039048636,2020-12-15 13:30:48,-0.8,-0.4549653579676675,-0.6502689794581028,-0.6552480778762227,0.06314357198845476,-0.01463414634146344,0.09871244635193137,0.040328852784320954,0.0425826564333692,0.019918356641748895
1608298844746,2020-12-18 13:40:44,-0.49372384937238495,-0.028263795423956992,-0.19385686898572987,-0.12163683993811955,0.15124207760199398,-0.03467406380027733,0.10039113428943935,0.026550303489406603,0.023025121351718976,0.024075363002108954
1608730843428,2020-12-23 13:40:43,-0.3114754098360656,-0.01235521235521228,-0.09112781148110825,-0.07724901107480321,0.05341271242962038,-0.054650741947158896,0.0995607613469985,0.019586696835030417,0.01913935881691852,0.019670559596014103
1609335049251,2020-12-30 13:30:49,-0.5365853658536586,-0.332409972299169,-0.46780017165000815,-0.47108703780672667,0.04125145114888531,0.011375387797311239,0.13489409141583053,0.04451170414630033,0.04229228876306583,0.016963305988588754
1609594845171,2021-01-02 13:40:45,-0.11719106247150021,-0.06427915518824609,-0.09523121083833114,-0.0955835011499922,0.008977008524659798,-0.004448038819247892,0.03850830968788005,0.01545487725992256,0.014997038261037519,0.006819971638320312
1609767051560,2021-01-04 13:30:51,-0.6392156862745099,-0.29395604395604397,-0.5528201985610257,-0.5654074923040618,0.046664055359577974,-0.041564792176039124,0.04385964912280706,-0.0053999546927314965,-0.004738244119599076,0.01248416765009605
1610199050430,2021-01-09 13:30:50,-0.5414847161572052,-0.12972972972972974,-0.44240282043470486,-0.45569318272303055,0.056607312558696755,-0.005376344086021472,0.09090909090909088,0.037947511630679095,0.038817841824874105,0.015203916292056223
1611063050979,2021-01-19 13:30:50,-0.5533661740558292,-0.3519061583577712,-0.5029426549564894,-0.5083366954190053,0.03424110385514399,-0.05185185185185187,0.035242290748898696,-0.006028159465456855,-0.006135166361567165,0.011726706033827384
1611495051731,2021-01-24 13:30:51,-0.7118353344768438,-0.5082417582417583,-0.6519176574265519,-0.6528597466968452,0.03241410509560888,-0.08863025962399283,0.0030456852791877634,-0.039769226511291,-0.03978936672131883,0.016777392818976326
