millis,date,NDVI_min,NDVI_max,NDVI_mean,NDVI_median,NDVI_stdDev,NDCI_min,NDCI_max,NDCI_mean,NDCI_median,NDCI_stdDev
1545658842000,2018-12-24 13:40:42,-0.586489252814739,0.031217116801122477,-0.27798627797164366,-0.2796141730777435,0.08595560243940274,-0.1533742331288343,0.10431654676258992,-0.04127834674118206,-0.04394352467627451,0.025978465781588692
1546090840000,2018-12-29 13:40:40,-0.2537642306279838,-0.18616541353383462,-0.22587295837605278,-0.2286630444887426,0.01452584420388717,-0.03754080522306857,-0.005306603773584893,-0.022225492139536326,-0.02204682542327853,0.00529952610459713
1547386845000,2019-01-13 13:40:45,-0.3762329732268671,0.100969766115231,0.015251124401793449,0.020257206968797892,0.04913931207468509,-0.021276595744680868,0.07729636048526868,0.028922116602465117,0.029204641612020642,0.014446526824195682
1548423047000,2019-01-25 13:30:47,-0.5919540229885057,0.02159200773445048,-0.5122591293365316,-0.5214003700650363,0.0850555325858222,-0.1438217420661715,0.10189027201475338,-0.03064021802714886,-0.031645816765635666,0.020815543642357607
1548682843000,2019-01-28 13:40:43,-0.5650172612197929,0.015711645101663584,-0.43846325975437384,-0.45063063928437047,0.08935626490037551,-0.09750201450443195,0.17015262860373093,-0.03459530512033847,-0.03612334085804092,0.02616369978338814
1549546843000,2019-02-07 13:40:43,-0.6552845528455286,-0.3873684210526316,-0.5970200157171494,-0.6105322535092942,0.05008588363540326,-0.10944206008583691,-0.00858704137392665,-0.059473342086048146,-0.05971800290582487,0.015289531066827004
1549719051000,2019-02-09 13:30:51,-0.4438775510204082,-0.23934426229508193,-0.40229634020287025,-0.4085449663145649,0.030041835070994338,-0.11478420569329664,0.05263157894736842,-0.024790368799739674,-0.026827798732440157,0.013904577408433563
1550151047000,2019-02-14 13:30:47,-0.7446102819237148,-0.5678233438485806,-0.6868693426619805,-0.6919100224976988,0.03295028847891279,-0.14228052472250252,-0.05405405405405403,-0.10106248805525066,-0.1012992786743374,0.011648082947523293
1550583050000,2019-02-19 13:30:50,-0.8010849909584088,-0.5876923076923076,-0.7583831526142191,-0.7628345055753226,0.032165436246724355,-0.1372549019607843,-0.06313645621181266,-0.10314231038475026,-0.1047981059585857,0.012073716167746744
1550842845000,2019-02-22 13:40:45,-0.4803788903924222,-0.3258173618940248,-0.41238638411934264,-0.41465578200977815,0.027574636429003808,-0.0760233918128655,0.009918845807033335,-0.04040654999398299,-0.04072382903561589,0.014677867956830182
1551447049000,2019-03-01 13:30:49,-0.8285714285714285,-0.5734767025089605,-0.763508980430042,-0.7744964378153082,0.04305485929640346,-0.16559691912708605,-0.07784431137724557,-0.1331475909764151,-0.13398340463525787,0.014468302044052757
1552570844000,2019-03-14 13:40:44,-0.6761041902604756,-0.5410885805763073,-0.6365512958014817,-0.6420627272996888,0.02525107142146925,-0.11461318051575936,-0.05598866052445067,-0.08134483567223248,-0.08097386540981658,0.007474343748179287
1552743047848,2019-03-16 13:30:47,-0.5776173285198556,-0.44821264894592117,-0.5430999240781273,-0.5463559333654006,0.017991086040002068,-0.09721362229102162,-0.03242212333121429,-0.05915830711544186,-0.05936323622601756,0.007824247387269662
1553002844000,2019-03-19 13:40:44,-0.08475623889361045,0.04716309762567119,-0.02312559338839039,-0.02371266651734744,0.021870834837409932,0.016614338042909457,0.04755135404079889,0.03460165547489423,0.03518722737232209,0.005564423821542761
1553175050000,2019-03-21 13:30:50,-0.6482758620689656,-0.06805444355484393,-0.6006621082880984,-0.6076913362866442,0.044218296783323535,-0.12283464566929136,-0.0657051282051282,-0.09767770233529686,-0.09879453653471433,0.010604689860893446
1553434847000,2019-03-24 13:40:47,-0.6494117647058825,-0.509009009009009,-0.6147810268776952,-0.6207551566349763,0.02381808881363983,-0.11612903225806448,-0.07200000000000001,-0.09551073660709619,-0.09510460713652494,0.007532658057911953
1553607050000,2019-03-26 13:30:50,-0.648910411622276,-0.5049504950495048,-0.5941158680548291,-0.5922036940659234,0.02730886059204316,-0.1277683134582624,-0.05686125852918872,-0.08958175817604822,-0.08911179850587092,0.009824055057357022
1554298849000,2019-04-03 13:40:49,-0.5474083438685209,-0.39668508287292814,-0.5007110335049285,-0.5073894962900188,0.03080090496162835,-0.06643658326143226,0.0235198702351987,-0.03488496943532586,-0.03686293297691746,0.01664110711100379
1554903055000,2019-04-10 13:30:55,-0.7034795763993947,-0.5113808801213962,-0.6537619822033587,-0.6576363589481986,0.03318164819901537,-0.16302186878727631,-0.08719052744886978,-0.11695531255733843,-0.11746770015168828,0.010342052113578247
1556631058000,2019-04-30 13:30:58,-0.35509138381201044,0.020964360587002115,-0.09119619336889215,-0.05690085660914205,0.08288181841392193,-0.055350553505535104,0.05411163187047295,0.01051941899772581,0.01235888170246704,0.016674739503288214
1558186850000,2019-05-18 13:40:50,-0.6240601503759398,-0.061026352288488135,-0.5736446551729117,-0.5805917077274422,0.04302157238537928,-0.10981818181818183,0.1382913337430854,-0.04636610110151002,-0.04649155662675891,0.01825700297156973
1558791054000,2019-05-25 13:30:54,-0.5957446808510638,-0.0824337585868499,-0.5138187336811428,-0.5333101273190246,0.0923995749656422,-0.10096153846153841,0.06525423728813558,-0.05902336744573212,-0.06290374119358924,0.020260014679442488
1562506851691,2019-07-07 13:40:51,-0.7096424702058506,-0.5413450937155458,-0.6731132976743506,-0.6773786740201134,0.02404687689644344,-0.1426470588235294,-0.08695652173913043,-0.11818902205567472,-0.11903614148274404,0.00987672684121268
1562938855407,2019-07-12 13:40:55,-0.6121076233183858,-0.39303482587064675,-0.5752870788277911,-0.5755781021218055,0.024674660639204593,-0.13677313677313677,-0.0367170626349892,-0.08133051662386007,-0.08125877432123522,0.011756176062546041
1564839055588,2019-08-03 13:30:55,-0.5107296137339057,-0.19318181818181818,-0.4759926919316693,-0.47778172568043226,0.028745111823377818,-0.04391468005018824,0.06093189964157707,-0.019840926286419713,-0.01964837215287604,0.009944251376117933
1565098850800,2019-08-06 13:40:50,-0.5438898450946644,-0.06026200873362448,-0.5082918734342308,-0.512804577893924,0.04431047679599762,-0.05564387917329094,0.046296296296296266,-0.024497516812052797,-0.025624625489169238,0.011147331148546548
1565530853457,2019-08-11 13:40:53,-0.5828759604829856,-0.4592274678111588,-0.5461111700931414,-0.5471293577644019,0.017712925395677107,-0.06610407876230666,-0.015320334261838492,-0.04431514072883205,-0.04528512089525209,0.008541732476411346
1566999055250,2019-08-28 13:30:55,-0.5756906077348066,-0.16775340841730885,-0.5326011269382647,-0.5421580861229981,0.04165057836108306,-0.09182209469153507,0.07555138432660724,-0.03754316583961077,-0.0395545212923866,0.016966787657225653
1567431051357,2019-09-02 13:30:51,-0.5901060070671379,-0.19095477386934678,-0.5399166551277316,-0.5535731411915736,0.046286243500059054,-0.10273327049952874,-0.033128834355828224,-0.07260435368749356,-0.07333437516278586,0.010909276224391222
1568554845644,2019-09-15 13:40:45,-0.5700934579439253,-0.133428981348637,-0.4577072963017112,-0.4599847483760886,0.04788234142619501,-0.06821963394342767,0.14409534127843987,-0.007614740649170423,-0.009407560047640831,0.026338236910387947
1568986845888,2019-09-20 13:40:45,-0.04136520918527837,0.010082903876316345,-0.020108424275049167,-0.020566460347293723,0.008417962724245352,0.00782514840798701,0.029057187017001603,0.017566635466061083,0.01776955096527532,0.0032146581498773905
1569159051482,2019-09-22 13:30:51,-0.5399802566633761,-0.2087912087912088,-0.5121460704928412,-0.5147186272683472,0.026774797788198336,-0.06469002695417787,0.06911142454160792,-0.039054552994278756,-0.03945485311902269,0.010520635711783204
1569418847462,2019-09-25 13:40:47,-0.5517241379310345,-0.46961325966850825,-0.5243909353438206,-0.526094507982788,0.01397048544891654,-0.07765023632680627,-0.013879709187045636,-0.046949407143157214,-0.04612130464150749,0.008213265074124761
1569591051272,2019-09-27 13:30:51,-0.4408233276157804,0.148447789275635,-0.28137316286126834,-0.3801802760088108,0.17113550869513788,-0.04967197750702904,0.09440559440559439,-0.003263768946534292,-0.014327130632221635,0.027621014064200543
1569850847080,2019-09-30 13:40:47,-0.524607329842932,-0.40647857889237193,-0.48254923647664816,-0.48985059415387283,0.02603477101196451,-0.082670906200318,0.01579778830963672,-0.033438839987966824,-0.03584998835931613,0.012272818057114736
1570455052061,2019-10-07 13:30:52,-0.5059194948697711,-0.36986301369863017,-0.47422633486143695,-0.4780420697668755,0.01904560320453439,-0.030739673390970234,0.08970976253298153,-0.0052767547339718,-0.006588787344935625,0.009772952449205148
1570887053996,2019-10-12 13:30:53,-0.5555555555555556,-0.4547244094488189,-0.5243173644066758,-0.5285313376987839,0.016442449391771946,-0.06305170239596465,-0.011316259678379983,-0.0341707197103447,-0.033752067997056594,0.007011889146462186
1572010849919,2019-10-25 13:40:49,-0.0800670016750419,0.10280373831775699,0.027644341384234168,0.033794253332202547,0.03880535326541287,-0.001404275237946656,0.09253139458030403,0.03922971968110772,0.03687361236053867,0.01609087469097918
1573047051073,2019-11-06 13:30:51,-0.4011976047904191,-0.10714285714285711,-0.3396716579632599,-0.3430285333193357,0.038108803012892684,-0.03384615384615382,0.03964098728496633,0.008101092831042218,0.008569756649257005,0.008885068722034796
1573911049528,2019-11-16 13:30:49,-0.5336032388663967,0.3055885850178359,-0.027878729134377642,0.0556268370221211,0.20312486235468433,-0.11888111888111888,0.13368630046326932,0.002796307664727444,0.005071854611844601,0.04600473727279407
1574170844418,2019-11-19 13:40:44,-0.2050274941084054,-0.10199203187250995,-0.15319323745314595,-0.15317637914124227,0.013656028116572015,-0.03571428571428569,0.01744782757440983,-0.014060305904107657,-0.014226624248237283,0.007738860134513937
1574343052016,2019-11-21 13:30:52,-0.5353535353535355,-0.27744510978043907,-0.4905684120410773,-0.4972019201665516,0.033353344431793164,-0.11178247734138978,0.02857142857142857,-0.02347067356810813,-0.02301092304729477,0.012156478052184979
1575034842037,2019-11-29 13:40:42,-0.5911330049261083,-0.3393889347646573,-0.5244277835162229,-0.5321964802951459,0.034996971431132465,-0.11807228915662653,-0.015590200445434334,-0.06061871467131328,-0.06142990876625563,0.013116077096302114
1575207049946,2019-12-01 13:30:49,-0.46332737030411447,0.12932208004356108,-0.3534318257927359,-0.39984639750337675,0.11858183272919366,-0.10962962962962967,0.07510729613733912,-0.027233223166659038,-0.0317931068625913,0.021487878342501963
1575466844674,2019-12-04 13:40:44,-0.3950617283950617,-0.0566914498141264,-0.1696074908330716,-0.1629745627608244,0.05396862729607895,-0.06505295007564293,0.02306878306878305,-0.012406647857064175,-0.010931840128484778,0.015280407287221123
1575639045160,2019-12-06 13:30:45,-0.6910828025477708,-0.46990740740740733,-0.6250724750208573,-0.6373176259331951,0.04741566373455413,-0.09902912621359224,-0.013645224171540014,-0.06955624514340242,-0.07115068164254643,0.014249990924237288
1575898840842,2019-12-09 13:40:40,-0.4848484848484849,-0.08275426405559065,-0.15503886932381175,-0.12973355579640525,0.07208882625897599,-0.07003891050583655,0.05424200278164117,-0.006301370823686189,-0.00594421582075901,0.016015696678253324
1576071047252,2019-12-11 13:30:47,-0.5122699386503067,-0.1496062992125985,-0.4622483447272477,-0.4640332905895609,0.03267965841306611,-0.1297709923664122,0.06701940035273371,-0.023040211917004044,-0.021985750797275782,0.016138241853790952
1576762841487,2019-12-19 13:40:41,-0.31175468483816005,-0.07673803223478466,-0.14931873671978985,-0.149737395411771,0.0341072740743959,-0.07458563535911605,0.020567560531111664,-0.011791255860585026,-0.012079750184832086,0.01355139003569266
1577194840970,2019-12-24 13:40:40,-0.44047619047619047,-0.04642108415693325,-0.09433297008993956,-0.08876385607031437,0.03959880644904387,-0.05128205128205128,0.0432918988426918,-0.002896044731761397,-0.0021524447402848086,0.010345018657333362
1577367046223,2019-12-26 13:30:46,-0.4318555008210181,-0.06826434277414674,-0.3681311618534866,-0.3700783900592066,0.0377988766978889,-0.019189765458422207,0.10780669144981411,0.031693549231263995,0.02975250566242041,0.01615229567657797
